"","c7","c8","c11","c12","c14","c17","c18","c1","c2","c5","c6","c9","c10","c15","c13","c16"
"CPSF1",1146,992,3340,1838,155,3086,3051,3654,2067,730,1026,1991,2760,1991,923,11755
"MIR939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR6849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC39A4",75,59,201,144,15,157,174,54,44,53,56,130,198,130,62,747
"VPS28",1111,886,2753,2291,262,3828,4022,4033,4319,716,738,1687,2974,1687,1060,3045
"TONSL",237,190,562,344,15,407,470,252,166,122,240,385,517,385,133,2662
"TONSL-AS1",18,10,55,31,1,47,46,40,15,4,5,35,49,35,5,134
"MIR6893",0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0
"CYHR1",772,663,2221,1469,111,2370,2290,1854,1607,478,545,1330,1872,1330,709,7355
"KIFC2",420,325,967,834,18,609,948,735,807,190,359,670,1124,670,146,8125
"FOXH1",0,0,1,9,0,2,4,7,12,2,2,9,0,9,0,24
"PPP1R16A",515,543,1517,931,72,1836,1419,1168,1146,262,483,955,1443,955,433,10197
"GPT",77,48,86,86,4,81,83,64,44,53,72,139,145,139,19,450
"MFSD3",261,263,672,463,27,792,502,257,250,115,175,410,526,410,158,2231
"RECQL4",274,161,586,349,13,559,483,303,259,125,171,369,464,369,150,2587
"LRRC14",495,437,1189,665,47,1568,1171,1232,698,285,446,886,1098,886,416,2220
"LRRC24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C8orf82",587,569,1899,1348,214,2875,2204,927,1049,327,389,1250,1820,1250,825,12658
"ARHGAP39",96,99,351,208,19,321,308,186,76,67,106,196,302,196,123,1919
"ZNF251",579,415,1244,862,66,1090,1313,817,904,301,547,817,1376,817,565,2214
"ZNF34",69,52,189,143,20,240,235,226,194,58,88,146,188,146,89,252
"RPL8",9232,6853,22092,19570,4448,30136,37007,21447,26987,7195,5770,10568,24005,10568,10692,21517
"MIR6850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF517",272,198,717,412,28,670,576,478,329,185,230,499,604,499,208,1723
"ZNF7",378,318,846,659,64,1081,1036,982,1011,200,345,603,1000,603,435,1512
"COMMD5",451,436,1081,1049,118,1554,1724,1156,1433,324,349,668,1269,668,627,4609
"ZNF250",247,149,539,296,33,772,518,732,671,165,210,452,553,452,246,567
"ZNF16",149,168,385,421,22,425,604,608,584,110,133,228,459,228,213,599
"ZNF252P",656,478,1499,994,134,2075,1738,1094,1383,482,464,1002,1597,1002,952,1653
"TMED10P1",154,70,186,117,22,248,231,200,143,91,56,136,202,136,132,373
"ZNF252P-AS1",2,0,12,2,0,4,7,26,36,4,6,36,14,36,2,16
"C8orf33",779,643,1932,1414,142,2185,2608,1285,1515,537,597,1041,1971,1041,795,4460
"DDX11L5",0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0
"WASHC1",23,39,118,78,8,167,157,43,49,16,33,50,108,50,39,293
"FAM138C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FOXD4",14,6,24,7,6,17,19,3,4,6,5,22,18,22,20,80
"CBWD1",262,129,621,468,81,734,823,46,80,118,163,444,616,444,291,2793
"C9orf66",0,4,1,7,0,6,2,5,19,0,0,4,3,4,2,12
"DOCK8",64,40,177,111,4,132,110,91,84,38,56,101,133,101,49,146
"KANK1",1340,1211,3315,2175,164,3424,2843,2994,2203,753,1117,1943,3046,1943,1495,3602
"DMRT1",0,0,0,0,0,0,0,9,11,0,0,0,0,0,0,0
"DMRT3",0,0,0,0,0,0,0,2,12,0,0,0,0,0,0,0
"LINC01230",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"DMRT2",2,0,6,12,1,12,27,17,28,0,4,8,14,8,9,93
"SMARCA2",3934,3303,11296,6633,797,8288,8961,8311,6016,2735,3623,7113,10595,7113,4597,13760
"VLDLR-AS1",16,10,43,48,6,86,87,21,49,12,2,18,48,18,36,61
"VLDLR",640,589,2026,1257,247,2795,1602,1589,1443,522,605,1166,1824,1166,1251,2203
"KCNV2",0,4,2,8,0,25,25,11,17,2,4,16,12,16,14,90
"PUM3",735,654,1733,1509,172,2442,2004,1075,1764,388,710,1216,1954,1216,1172,3036
"LINC01231",0,0,2,1,0,0,0,0,3,2,0,0,0,0,1,0
"RFX3",196,156,416,251,54,374,523,193,203,164,233,509,492,509,342,392
"RFX3-AS1",0,8,21,12,0,21,35,1,6,2,12,22,19,22,24,33
"GLIS3",569,618,1665,1254,136,1955,1666,877,613,432,588,1012,1656,1012,1028,3272
"GLIS3-AS1",3,1,0,5,3,6,3,11,5,0,4,11,7,11,4,7
"SLC1A1",1377,1233,3932,2006,154,2643,3002,1265,1189,1079,1157,2002,2935,2002,1322,6211
"SPATA6L",11,9,25,22,0,22,33,20,43,4,15,37,28,37,7,52
"PLPP6",300,193,748,375,45,884,692,248,255,212,171,436,566,436,369,1063
"CDC37L1-AS1",7,9,10,13,7,8,24,5,0,3,4,9,30,9,1,26
"CDC37L1",615,437,1261,1035,152,1416,1915,872,1320,426,534,850,1606,850,783,6588
"AK3",4722,4003,10900,7641,567,8615,12830,3366,3833,2954,3458,6171,9625,6171,3838,27132
"RCL1",122,81,299,287,27,203,542,315,421,66,106,180,402,180,100,413
"MIR101-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAK2",439,465,1245,860,75,977,1412,611,846,308,464,970,1379,970,566,2972
"INSL6",0,0,0,0,0,0,0,6,4,0,0,0,2,0,0,0
"INSL4",0,0,2,0,0,0,0,7,4,0,0,0,0,0,0,0
"RLN2",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"RLN1",0,0,0,0,4,0,0,1,7,0,0,0,2,0,0,0
"PLGRKT",236,176,452,366,65,523,583,211,306,164,140,235,451,235,240,1209
"CD274",76,69,121,134,32,215,231,67,294,49,190,129,482,129,213,383
"PDCD1LG2",642,449,1683,977,181,2534,1879,423,563,502,410,851,1698,851,1205,2379
"RIC1",2820,2525,6381,4904,756,11623,10327,5908,5902,1843,2638,4530,7771,4530,5756,12625
"ERMP1",1682,1473,5101,3156,190,2455,3812,1689,1446,1157,1518,3818,4778,3818,1200,5461
"MLANA",8,1,16,1,5,11,12,3,11,3,8,18,11,18,7,37
"KIAA2026",1018,947,2791,1508,161,2513,3001,1197,838,642,1030,1533,2593,1533,1331,4805
"MIR4665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RANBP6",1065,956,2438,1554,177,2391,2318,1036,1540,738,901,1629,2379,1629,1158,2378
"IL33",154,108,228,235,4,124,299,257,345,122,157,199,418,199,43,134
"TPD52L3",0,0,0,0,0,0,0,26,22,0,0,0,0,0,0,0
"UHRF2",1270,1023,2699,2015,228,3396,3207,1425,1526,781,936,1951,2796,1951,1459,4743
"GLDC",0,0,4,2,0,8,0,9,18,3,0,0,5,0,13,4
"KDM4C",519,479,1305,910,125,1635,1752,1034,1394,310,614,910,1474,910,771,3756
"TMEM261",815,578,1425,1407,149,1467,2301,754,1030,556,577,823,1688,823,705,2651
"PTPRD",111,91,302,166,26,257,208,164,96,70,90,201,283,201,220,221
"PTPRD-AS1",0,0,8,5,0,5,0,0,1,0,0,0,3,0,4,0
"LOC105375972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PTPRD-AS2",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"TYRP1",0,0,16,0,0,8,8,22,28,2,6,6,10,6,13,3
"LURAP1L-AS1",0,1,10,1,0,6,8,0,1,2,0,8,5,8,4,16
"LURAP1L",506,279,938,574,73,1078,1106,767,724,405,343,643,908,643,614,2699
"SNORD137",0,0,0,0,0,1,3,4,5,0,0,0,0,0,0,0
"MPDZ",1473,1361,4233,2399,431,4895,4578,4374,4031,1035,1617,3256,4524,3256,2517,7844
"FLJ41200",0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0
"LINC00583",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NFIB",420,400,1268,702,213,1521,1728,1144,544,313,414,810,1168,810,1062,1428
"ZDHHC21",472,345,1158,736,142,1485,1577,358,629,296,523,984,1301,984,869,1934
"CER1",0,0,0,0,0,0,0,11,5,0,0,0,0,0,0,0
"FREM1",23,17,57,30,2,26,40,62,73,14,31,57,95,57,12,18
"LOC389705",3,9,13,3,0,3,10,1,0,2,6,9,20,9,1,12
"TTC39B",177,118,405,260,67,831,545,374,558,107,151,277,434,277,399,644
"SNAPC3",847,573,2177,1247,158,2125,1976,738,956,500,506,1396,1925,1396,887,6834
"PSIP1",1327,1080,4426,2259,342,3442,3681,1879,2597,838,1119,2346,3297,2346,1539,9328
"CCDC171",170,126,319,236,26,269,431,242,337,89,158,247,303,247,177,500
"C9orf92",0,0,0,5,0,2,3,2,0,0,0,1,5,1,1,28
"BNC2",1642,1413,4667,2708,444,4633,5365,3844,1712,1152,1447,3201,4528,3201,2601,5214
"CNTLN",601,572,1547,967,127,1252,1726,989,1025,413,544,1036,1513,1036,751,3311
"SH3GL2",48,33,160,93,6,135,110,13,7,32,60,72,124,72,62,224
"ADAMTSL1",758,640,1964,1171,173,3110,4908,5384,3077,578,787,1357,2152,1357,1388,11047
"MIR3152",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SAXO1",4,2,8,3,0,3,8,5,6,2,6,9,12,9,0,0
"RRAGA",1048,911,2697,2002,365,4231,3848,2540,4412,808,935,1681,3009,1681,1660,6542
"HAUS6",590,427,1643,904,110,1966,2180,342,431,363,505,901,1470,901,770,1952
"SCARNA8",6,3,3,3,3,3,0,44,119,2,2,1,0,1,2,7
"PLIN2",3231,2701,8955,6240,282,5394,11612,9407,8208,2257,2301,5671,7620,5671,2062,10726
"DENND4C",2220,1862,5435,3204,365,5667,6567,3089,2913,1445,2040,3693,5505,3693,2743,6757
"RPS6",33742,23762,61036,55175,5630,86656,123642,67156,82503,21119,19296,29421,73169,29421,29479,118113
"ACER2",140,105,306,180,16,132,296,73,53,91,112,188,358,188,79,292
"SLC24A2",0,0,2,0,0,0,0,43,59,2,0,0,0,0,0,0
"MLLT3",1539,1355,3774,2354,342,3340,3996,2145,1822,1025,1268,2207,3328,2207,1728,5239
"MIR4473",1,0,4,4,1,2,2,1,0,2,3,6,4,6,3,0
"MIR4474",0,0,0,0,0,2,0,0,0,0,0,3,0,3,1,0
"FOCAD",1468,1019,3596,2118,284,3982,4068,2414,1934,946,1179,2503,3177,2503,1584,3910
"FOCAD-AS1",3,1,7,1,0,6,13,0,9,3,14,14,12,14,2,50
"MIR491",2,0,4,1,0,5,2,0,0,3,3,1,7,1,2,0
"SNORA30B",0,0,0,0,0,0,0,21,27,2,0,0,0,0,0,0
"HACD4",1834,1632,4355,2925,218,4595,4816,1496,1485,1252,1391,2640,3805,2640,1922,6053
"IFNB1",0,0,0,0,0,0,2,4,5,0,0,0,0,0,2,0
"IFNW1",0,0,5,0,0,0,0,6,5,0,0,0,0,0,0,8
"IFNA21",0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
"IFNA4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IFNA7",0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0
"IFNA10",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"IFNA16",0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
"IFNA17",0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
"IFNA14",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"IFNA22P",0,0,0,0,0,0,0,12,23,0,0,0,0,0,0,0
"IFNA5",0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
"KLHL9",1571,1459,4408,2819,395,3867,5148,2000,2679,1084,1432,2447,4568,2447,2445,7841
"IFNA6",0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0
"IFNA13",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"IFNA2",0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0
"IFNA8",0,0,0,0,0,4,0,4,10,0,0,0,0,0,0,0
"IFNA1",0,4,10,2,0,10,9,1,1,0,0,8,7,8,2,0
"MIR31HG",485,350,831,720,71,1100,1202,620,552,303,413,560,1084,560,500,1958
"IFNE",17,8,23,8,9,26,47,11,44,16,21,79,73,79,24,10
"MIR31",0,0,0,1,0,2,5,23,64,0,0,5,7,5,4,0
"MTAP",700,563,1662,1211,202,2534,1951,1143,1340,448,606,1267,1888,1267,1183,2342
"CDKN2A-AS1",1,0,2,2,0,5,0,3,4,0,2,1,2,1,0,0
"CDKN2A",337,266,1034,790,95,1232,1374,730,358,214,222,584,1128,584,366,9702
"CDKN2B-AS1",40,21,90,80,14,93,139,87,107,24,48,87,163,87,45,256
"CDKN2B",385,326,1001,760,103,1162,959,705,967,212,371,690,1141,690,972,4954
"DMRTA1",10,6,19,2,0,3,18,7,9,5,11,16,10,16,4,42
"LINC01239",4,0,2,4,0,10,3,1,7,4,2,2,3,2,4,0
"LOC101929563",0,0,0,0,0,0,0,7,1,0,0,0,1,0,0,0
"ELAVL2",1,2,6,4,0,6,6,16,32,0,0,4,9,4,10,0
"IZUMO3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUSC1",249,194,647,430,38,821,703,365,690,136,197,337,649,337,243,5221
"LINC01241",0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0
"LOC100506422",0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0
"CAAP1",488,417,1209,779,130,1363,1127,731,878,255,403,730,1368,730,619,2761
"PLAA",549,587,1955,1173,221,2162,2296,899,1270,383,533,1056,1638,1056,1206,4083
"IFT74",638,512,1390,1015,90,1112,1349,650,867,332,453,832,1233,832,471,1562
"IFT74-AS1",2,2,2,0,0,3,0,0,0,0,0,1,3,1,0,0
"LRRC19",15,4,27,12,11,22,32,14,21,2,19,25,14,25,22,24
"TEK",34,53,106,102,21,296,300,183,162,29,47,107,99,107,141,332
"LINC00032",0,0,0,0,0,0,2,9,5,0,0,2,2,2,0,0
"EQTN",0,0,0,0,0,0,0,3,3,0,0,0,1,0,1,0
"MOB3B",4,3,24,14,0,2,10,37,65,12,8,8,21,8,2,10
"IFNK",2,0,2,2,0,0,0,6,6,0,0,2,0,2,0,0
"C9orf72",96,112,263,179,13,257,414,68,136,49,100,132,269,132,150,290
"LINGO2",0,4,4,0,0,2,10,12,8,0,2,2,10,2,0,6
"MIR876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR873",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"LINC01242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01243",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"ACO1",5903,4758,17528,9111,905,13919,15345,7171,6187,3418,4550,11121,12609,11121,5463,23325
"DDX58",1423,1124,3056,2063,402,7477,4102,882,1180,929,1105,2318,3172,2318,4423,4043
"TOPORS",974,1026,2326,1722,175,2253,2869,1216,2043,546,1032,1327,2661,1327,1510,6883
"SMIM27",79,55,124,129,28,155,182,85,89,35,50,80,160,80,81,155
"NDUFB6",759,601,1366,1207,349,1503,2003,840,1404,536,441,734,1535,734,688,1785
"TAF1L",54,44,4,2,11,0,2,92,134,31,55,6,6,6,103,2
"TMEM215",0,0,0,0,0,0,0,20,29,0,0,0,0,0,0,0
"APTX",723,580,1635,1173,184,1799,1975,978,1572,499,461,918,1655,918,784,2021
"DNAJA1",3504,3188,10485,7540,1270,7783,9630,3824,6393,2249,3028,7646,10927,7646,5920,31527
"SMU1",1760,1553,5056,3977,440,6958,6929,2145,2498,1228,1621,3732,6124,3732,2766,7487
"B4GALT1",640,844,2861,2103,572,4500,3601,1300,678,524,630,1611,2848,1611,3037,3718
"B4GALT1-AS1",38,27,53,65,3,100,92,21,23,21,34,37,52,37,31,67
"SPINK4",0,0,1,0,0,0,0,2,3,0,0,4,1,4,5,0
"BAG1",656,590,1655,1562,137,1893,2296,1509,2271,397,530,1153,1930,1153,627,10098
"CHMP5",2367,1990,4769,4050,461,5816,7649,2243,4926,1572,1514,2843,4854,2843,2362,9909
"NFX1",988,816,2724,1612,166,2486,2866,1827,1273,693,994,1448,2448,1448,1274,2691
"AQP7",2,2,6,2,2,0,4,9,9,1,0,0,5,0,1,0
"AQP3",35,37,86,93,0,41,137,107,63,14,33,50,108,50,15,279
"NOL6",1360,1156,3494,2341,205,3969,3518,2741,2253,750,1320,2208,4195,2208,1504,2830
"MIR6851",0,0,0,3,0,2,3,8,0,2,3,5,3,5,0,0
"SUGT1P1",28,15,53,56,0,69,95,26,12,17,28,38,59,38,31,64
"ANKRD18B",19,7,31,45,4,70,70,12,7,14,12,41,47,41,43,97
"ANXA2P2",30161,24260,771,873,8491,1317,1173,5770,6716,23456,19586,558,884,558,59709,889
"PTENP1",877,832,44,32,98,26,38,242,223,605,782,31,40,31,1023,44
"PTENP1-AS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01251",0,0,1,3,0,2,2,2,0,0,2,1,0,1,0,0
"PRSS3",93,77,202,236,61,664,630,612,436,86,79,181,317,181,228,293
"UBE2R2",1552,1524,4462,2952,481,5828,5811,3164,2013,1070,1276,2262,3908,2262,2259,9903
"UBAP2",509,468,1458,1052,72,1471,1637,1126,818,309,401,846,1484,846,563,2017
"SNORD121B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SNORD121A",0,2,1,1,0,3,3,196,278,0,1,3,1,3,2,0
"DCAF12",723,639,1817,1229,151,2439,2524,1490,696,452,532,1176,1731,1176,1104,3490
"UBAP1",1097,1055,2375,2010,245,3705,3818,3059,2824,639,809,1335,2826,1335,1491,5824
"KIF24",63,42,148,95,17,155,175,129,108,37,71,90,131,90,63,110
"NUDT2",718,593,1415,1236,145,2166,2335,2072,2332,586,521,760,1582,760,757,2714
"KIAA1161",32,21,66,64,11,143,106,31,15,18,17,64,82,64,69,122
"C9orf24",8,5,5,6,0,9,14,15,8,6,0,6,6,6,7,14
"FAM219A",383,324,1068,761,137,1474,1488,991,646,248,422,587,1178,587,729,3492
"DNAI1",0,4,4,3,0,2,0,9,21,0,1,0,6,0,0,0
"ENHO",0,0,0,4,0,6,8,105,857,2,0,0,0,0,0,0
"CNTFR",0,0,1,2,0,0,0,13,10,0,0,0,0,0,0,14
"CNTFR-AS1",0,0,0,0,0,0,0,5,4,0,0,0,3,0,0,0
"RPP25L",307,278,632,534,30,759,908,969,1111,209,151,399,685,399,236,567
"DCTN3",1050,823,2609,2129,522,3711,4084,3227,3385,759,653,1429,2536,1429,1028,11683
"ARID3C",4,6,6,12,1,12,10,17,9,1,5,8,9,8,2,52
"SIGMAR1",907,788,2438,1711,133,3967,3091,2156,1235,681,665,1204,2401,1204,1162,3807
"GALT",485,360,1134,762,61,734,1208,1319,1117,276,338,699,1049,699,265,577
"IL11RA",679,621,1531,1402,101,1870,2171,2177,2642,443,605,1153,1949,1153,544,3216
"CCL27",1,1,2,8,1,5,12,11,2,2,4,9,13,9,14,0
"LOC730098",69,54,201,199,31,188,227,173,270,65,68,144,325,144,74,975
"CCL19",0,0,0,0,0,0,2,3,4,0,0,1,0,1,0,0
"CCL21",2,0,0,4,0,0,1,7,7,2,2,0,4,0,2,0
"FAM205A",5,7,19,25,5,0,15,12,9,7,10,16,15,16,7,14
"FAM205BP",0,0,4,4,0,4,0,21,15,0,0,1,6,1,3,0
"FAM205C",0,0,0,0,0,0,4,1,1,0,0,1,2,1,1,0
"PHF24",0,0,6,8,2,6,19,45,40,2,0,21,10,21,25,0
"DNAJB5-AS1",2,0,0,5,0,0,2,1,6,0,0,0,9,0,12,13
"DNAJB5",251,244,544,557,81,1042,823,643,492,194,261,317,881,317,457,1560
"C9orf131",6,5,10,12,5,35,44,28,45,12,48,63,100,63,125,336
"VCP",8844,8465,24802,17262,1966,35145,30513,21791,28927,5744,8133,15778,25551,15778,13210,91828
"FANCG",278,192,526,428,54,638,633,633,667,158,207,453,601,453,191,866
"PIGO",352,278,975,600,94,1206,1192,881,646,243,360,614,1064,614,419,1243
"STOML2",1138,928,3003,2354,256,3023,4554,3656,3969,886,837,1547,2832,1547,1086,7931
"FAM214B",781,789,2019,1874,183,3248,3464,1574,938,473,822,1081,2910,1081,1148,6652
"UNC13B",682,647,2023,1024,210,2604,1983,1647,1259,445,594,1133,1663,1133,1067,2830
"ATP8B5P",3,2,0,2,0,0,4,44,53,3,2,0,1,0,3,6
"RUSC2",2460,2504,5793,5198,521,11183,7956,5191,3620,1424,2432,3402,8302,3402,4374,20119
"FAM166B",8,18,11,16,0,12,32,14,14,3,4,10,46,10,5,17
"TESK1",351,388,1023,867,47,995,1488,1024,643,217,390,489,1326,489,345,3833
"MIR4667",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"CD72",17,31,64,62,0,48,108,77,56,13,29,48,62,48,13,79
"LOC101926948",4,13,13,16,0,5,19,8,11,0,10,8,18,8,6,18
"SIT1",0,0,0,0,0,2,0,4,7,1,0,0,0,0,0,0
"RMRP",520850,421030,617564,1302131,1008100,1556573,1732867,256232,418768,420439,423102,590293,1828819,590293,910899,441603
"CCDC107",51,41,146,134,13,269,199,24,69,35,42,108,177,108,55,1071
"ARHGEF39",16,33,50,53,0,76,67,48,84,15,23,28,44,28,7,45
"CA9",15,6,32,15,0,14,20,28,19,10,31,18,47,18,9,28
"TPM2",20603,16572,55823,41296,7902,91348,65592,65874,99479,14723,14138,33253,62697,33253,32681,366618
"TLN1",13806,10405,40763,21172,3708,65033,37826,45693,19145,8645,12162,25188,37031,25188,25133,51998
"MIR6852",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"CREB3",1650,1466,4317,3278,491,6740,4990,3819,4207,1097,1321,2657,5009,2657,2220,10966
"MIR6853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBA2",865,762,1636,1417,127,2300,2302,1671,1289,533,1150,1324,2606,1324,942,3067
"RGP1",402,236,911,552,70,1077,811,985,332,159,278,570,800,570,363,1109
"MSMP",127,94,360,163,33,388,361,502,211,72,127,171,319,171,243,236
"NPR2",609,545,1644,1084,139,1759,1770,739,445,341,508,1106,1558,1106,875,2164
"SPAG8",40,16,66,56,0,28,69,59,63,18,33,74,88,74,11,8
"HINT2",255,233,543,548,86,1138,882,492,599,152,167,341,623,341,340,2572
"FAM221B",2,0,0,0,0,0,0,20,24,0,0,2,2,2,2,0
"TMEM8B",254,184,679,385,51,529,719,354,212,161,206,339,549,339,214,2422
"LINC00950",51,47,85,93,4,54,67,86,167,29,39,85,100,85,39,40
"OR13J1",0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0
"HRCT1",8,4,25,12,4,90,30,46,39,6,10,16,21,16,18,268
"SPAAR",6,2,8,6,0,12,8,11,26,2,0,2,11,2,0,0
"OR2S2",2,0,5,0,0,3,6,4,8,0,0,4,9,4,7,16
"RECK",9872,8281,27464,14205,1436,21230,24593,11054,7088,6463,8405,13896,22776,13896,9785,42473
"GLIPR2",574,504,1427,1130,199,3027,2483,3789,4453,398,515,958,1459,958,1193,3620
"CCIN",17,4,35,16,4,60,48,43,52,16,12,26,40,26,20,40
"CLTA",3081,2859,6836,6378,1025,9644,13130,7781,9230,2024,2248,4111,7654,4111,4134,62657
"GNE",754,732,1934,1423,223,3117,2785,1407,1413,468,936,1300,2346,1300,1682,4359
"RNF38",784,694,2150,1452,196,2635,2659,1094,381,536,712,1253,1921,1253,1352,3187
"MELK",146,132,478,261,58,601,606,171,230,103,115,246,362,246,244,621
"MIR4475",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAX5",0,0,2,0,0,0,2,29,44,0,0,0,1,0,0,12
"MIR4540",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR4476",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"EBLN3P",1382,1201,3222,2333,246,3222,3716,1196,1197,953,1249,1883,3456,1883,1768,4225
"ZCCHC7",901,735,1796,1383,179,1737,2482,1214,1344,528,674,1157,1775,1157,991,3556
"GRHPR",1746,1500,4188,3289,369,6764,6547,5108,3581,1184,1128,2303,4161,2303,2001,26815
"ZBTB5",448,551,843,970,81,1221,1578,1006,817,275,596,717,1468,717,922,1370
"POLR1E",683,688,1731,1329,199,2526,2160,2149,2228,435,725,1033,2030,1033,1017,3159
"FBXO10",351,251,936,542,68,1332,1001,1318,649,244,301,567,873,567,556,1311
"TOMM5",1094,894,2138,1985,357,2531,3102,1435,2280,765,655,1029,2314,1029,1170,3880
"FRMPD1",0,0,0,0,2,0,0,24,26,0,2,1,2,1,0,0
"TRMT10B",196,149,440,271,37,405,436,238,179,143,210,362,386,362,284,846
"EXOSC3",346,226,843,603,88,875,983,435,651,224,288,681,961,681,402,4282
"DCAF10",1187,1159,3225,2027,340,4563,4105,1421,1149,986,1179,1872,3283,1872,2567,5261
"SLC25A51",539,398,1267,736,127,1605,1384,458,319,296,355,767,1037,767,754,2061
"SHB",707,737,2260,1729,149,2074,2848,1471,962,370,587,1185,2299,1185,938,10482
"ALDH1B1",619,479,1627,842,211,2907,1354,1061,1400,476,605,854,1708,854,1226,2519
"IGFBPL1",1,0,14,4,0,36,22,7,24,3,0,18,8,18,11,30
"FAM95C",0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0
"ANKRD18A",0,0,0,4,0,2,6,14,12,0,0,0,6,0,0,0
"FAM201A",0,0,0,0,0,5,0,31,35,0,0,0,4,0,0,8
"CNTNAP3",1,0,6,5,0,10,12,54,73,0,9,4,15,4,6,36
"SPATA31A1_dup1",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"FAM74A1_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF658B_dup1",3,0,32,8,0,8,8,0,0,0,0,6,6,6,1,22
"SPATA31A1_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM74A1_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105379450",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPATA31A3",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
"FAM74A3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF658",148,66,355,118,18,332,227,17,50,76,112,247,234,247,125,280
"FAM74A1_dup3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPATA31A5_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPATA31A7_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPATA31A7_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPATA31A5_dup2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM74A6_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FAM74A1_dup4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF658B_dup2",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"GLIDR",29,28,102,77,9,114,102,50,46,25,35,83,77,83,24,185
"FGF7P3",4,4,12,13,0,8,16,5,11,15,2,35,12,35,6,20
"LOC102724238_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC554249_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKRD20A2_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ANKRD20A3_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105379252_dup1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
